D R	Matching T	Matching S	MILP T		MILP Soln
8 43 	 10.548729	2599.600000	31.516173	2599.600000
8 44 	 14.319740	2610.800000	62.666241	2610.800000
8 45 	 13.901525	2515.400000	75.272783	2515.400000
5 32 	 3.807409	2233.200000	5.284812	2233.200000
5 33 	 8.373175	2228.800000	16.004544	2228.800000
5 34 	 4.828661	2330.600000	20.427254	2330.600000
5 35 	 33.993615	2329.200000	96.706942	2329.200000
5 36 	 6.412228	2438.600000	9.836682	2438.600000
5 37 	 7.896046	2433.600000	29.742457	2433.600000
5 38 	 20.517839	2334.400000	66.480898	2334.400000
5 39 	 7.261102	2536.000000	12.878150	2536.000000
5 40 	 5.763328	2643.800000	8.896416	2643.800000
5 41 	 7.572834	2931.400000	23.238546	2931.400000
5 42 	 9.330703	3330.400000	14.255997	3330.400000
5 43 	 7.977849	2941.200000	12.740982	2941.200000
5 44 	 8.600209	3223.800000	34.352134	3223.800000
5 45 	 10.694296	3235.400000	44.485972	3235.400000
5 46 	 12.872680	3041.000000	92.621342	3041.000000
5 47 	 16.973407	3132.600000	39.634040	3132.600000

PNAS EXAHUSTIVE SEARCH VS MILP
5	2	0.103764	50.000000	0.376429	100.000000
5	3	0.137289	52.000000	0.478417	104.600000
5	4	0.138033	83.000000	0.493690	110.800000
5	5	0.143440	265.000000	0.606210	290.000000
5	6	2.247714	261.000000	0.942049	217.600000
5	7	0.189727	367.000000	1.195031	310.000000
5	8	13.138431	170.200000	6.021943	222.000000
5	9	0.852975	380.800000	1.589637	508.000000
5	10	0.894199	479.800000	1.744742	516.600000
5	2	0.322888	80.000000	0.253313	84.000000
5	3	0.505236	185.000000	0.223125	189.000000
5	4	0.732984	95.000000	0.358397	198.600000
5	5	1.256349	159.600000	0.503441	321.400000
5	6	8.262567	110.800000	2.053089	213.000000
5	7	6.317275	303.600000	1.703283	312.200000
5	2	0.322987	86.000000	0.306824	86.000000
5	3	0.624138	92.600000	0.622307	92.600000
5	4	1.182143	106.600000	1.174760	106.600000
5	5	1.924811	108.200000	1.930957	108.200000
5	2	0.320677	83.000000	0.311254	83.000000
5	3	0.505732	195.000000	0.506093	195.000000
5	4	0.737931	107.000000	0.759206	107.000000
5	5	1.926666	99.600000	3.150828	99.600000
5	6	4.480984	100.000000	10.976966	100.000000
5	7	2.462841	224.400000	4.388326	224.400000
5	8	12.984035	208.400000	17.293583	208.400000
5	2	0.326812	92.000000	0.363023	96.000000
5	3	0.622839	89.400000	0.604432	94.600000
5	4	0.733474	100.200000	0.246737	201.000000
5	5	1.503668	180.600000	1.046030	191.200000
5	6	2.111840	194.200000	1.373040	204.800000
5	2	0.317314	101.000000	0.267179	199.000000
