4	5	66.000000	66.000000	66.000000	66.000000	2.379038	2.530307
4	5	210.900000	194.000000	210.600000	194.000000	1.764628	1.806921
4	5	16.000000	16.000000	16.000000	16.000000	2.804632	2.846424
4	5	62.500000	52.000000	61.900000	52.000000	2.472174	2.469854
4	5	280.000000	196.000000	278.800000	196.000000	11.887016	12.034541
4	5	84.500000	61.000000	83.500000	61.000000	1.472317	1.482459
4	5	202.400000	113.000000	202.400000	113.000000	2.487343	2.473764
4	5	301.900000	178.000000	301.900000	178.000000	6.523803	6.436428
4	5	49.600000	20.000000	44.800000	20.000000	3.094372	3.072384
4	5	586.900000	298.000000	586.900000	298.000000	4.951755	4.892965
4	5	168.000000	51.000000	123.000000	51.000000	2.715240	2.698692
4	6	29.000000	29.000000	29.000000	29.000000	1.567164	1.560378
4	6	101.400000	92.000000	101.100000	92.000000	2.942554	2.847255
4	6	90.200000	75.000000	89.000000	75.000000	2.280330	2.284383
4	6	472.300000	358.000000	472.300000	358.000000	3.549459	3.475984
4	6	54.000000	44.000000	54.000000	44.000000	3.028565	3.042483
4	6	211.500000	135.000000	211.000000	135.000000	3.044747	2.994981
4	6	301.000000	181.000000	301.000000	181.000000	5.409114	5.382948
4	6	321.800000	179.000000	319.000000	179.000000	3.681163	3.652372
4	6	348.800000	196.000000	348.800000	196.000000	3.608319	3.497637
4	6	318.200000	122.000000	308.100000	129.000000	8.473376	8.385563
4	6	628.000000	288.000000	622.000000	288.000000	6.999549	6.998822
4	7	20.000000	20.000000	20.000000	20.000000	3.456221	3.428487
4	7	20.000000	20.000000	20.000000	20.000000	4.309650	4.362511
4	7	163.400000	140.000000	163.400000	140.000000	3.536906	3.483113
4	7	210.100000	160.000000	210.100000	160.000000	4.714317	4.624976
4	7	237.600000	170.000000	237.200000	170.000000	2.949845	2.959545
4	7	161.500000	109.000000	161.500000	109.000000	4.171608	4.131902
4	7	283.000000	166.000000	278.200000	166.000000	7.549251	7.472302
4	7	458.800000	246.000000	457.400000	246.000000	13.705426	13.715791
4	7	449.200000	218.000000	449.200000	218.000000	20.195685	21.986292
4	7	428.100000	222.000000	428.100000	222.000000	17.182172	17.246327
4	7	656.000000	287.000000	654.000000	287.000000	33.062779	37.729846
4	8	25.000000	25.000000	25.000000	25.000000	4.499524	4.472259
4	8	79.800000	74.000000	79.800000	74.000000	4.273249	4.309279
4	8	21.000000	21.000000	21.000000	21.000000	2.963690	2.932453
4	8	396.200000	305.000000	396.200000	305.000000	3.954825	3.893788
4	8	485.800000	343.000000	485.800000	343.000000	7.533784	7.753085
4	8	377.500000	230.000000	376.500000	230.000000	9.725114	9.821445
4	8	493.600000	304.000000	488.800000	304.000000	14.484178	14.090537
4	8	485.400000	281.000000	485.400000	281.000000	20.609129	20.671233
4	8	373.600000	164.000000	372.800000	164.000000	6.842026	6.805741
4	8	672.400000	325.000000	672.400000	325.000000	35.006068	35.823363
4	8	560.000000	222.000000	560.000000	222.000000	31.606487	34.630124
4	9	62.000000	62.000000	62.000000	62.000000	3.728733	3.723059
4	9	32.000000	32.000000	32.000000	32.000000	3.549270	3.556499
4	9	316.400000	263.000000	315.600000	263.000000	21.935913	21.905425
4	9	157.700000	119.000000	157.700000	119.000000	5.100058	5.119460
4	9	207.600000	136.000000	202.000000	136.000000	5.425206	5.811792
4	9	14.000000	14.000000	14.000000	14.000000	4.444292	4.403147
4	9	460.000000	274.000000	460.000000	274.000000	12.921221	13.232145
4	9	526.100000	293.000000	501.100000	296.000000	22.368496	22.096011
4	9	565.600000	296.000000	565.600000	296.000000	44.034371	46.202067
4	9	535.300000	259.000000	526.300000	259.000000	23.605386	25.083404
4	9	814.000000	359.000000	802.000000	361.000000	99.632540	107.498672
4	10	26.000000	26.000000	26.000000	26.000000	4.254873	4.250026
4	10	52.400000	49.000000	52.300000	49.000000	2.992305	2.985004
4	10	445.600000	371.000000	444.400000	371.000000	13.029274	12.711219
4	10	326.500000	250.000000	326.500000	250.000000	7.115971	7.114040
4	10	208.600000	149.000000	207.000000	149.000000	10.592278	10.650437
4	10	451.000000	306.000000	450.000000	306.000000	37.534053	37.296006
4	10	395.000000	236.000000	395.000000	236.000000	7.069553	7.063602
4	10	650.000000	363.000000	640.200000	363.000000	24.398216	24.729372
4	10	848.600000	455.000000	848.600000	455.000000	316.413134	318.147826
4	10	330.800000	131.000000	329.000000	131.000000	39.092011	39.578749
4	10	1196.000000	571.000000	1193.000000	571.000000	160.616272	176.221843
4	11	69.000000	69.000000	69.000000	69.000000	4.814439	4.817974
4	11	76.100000	71.000000	76.100000	71.000000	4.603778	4.606888
4	11	200.000000	163.000000	195.600000	163.000000	4.914892	4.927920
4	11	382.300000	298.000000	380.800000	298.000000	175.381200	172.430263
4	11	315.400000	225.000000	315.400000	225.000000	71.100199	78.059277
4	11	493.500000	314.000000	493.500000	314.000000	20.957867	19.989386
4	11	583.000000	340.000000	583.000000	340.000000	63.652587	61.346267
4	11	473.100000	261.000000	471.000000	261.000000	87.034829	95.666103
4	11	439.000000	223.000000	434.200000	223.000000	15.938375	15.887190
4	11	1164.200000	545.000000	1164.200000	545.000000	195.340883	212.486044
4	11	815.000000	371.000000	815.000000	371.000000	63.574805	70.026840
4	12	22.000000	22.000000	22.000000	22.000000	5.215884	5.200802
4	12	27.500000	26.000000	27.500000	26.000000	4.957260	4.946035
4	12	478.000000	398.000000	478.000000	398.000000	62.822128	62.007495
4	12	455.300000	353.000000	455.300000	353.000000	35.522380	35.202582
4	12	346.400000	242.000000	343.800000	243.000000	18.388610	18.379495
4	12	749.000000	495.000000	749.000000	495.000000	66.695213	65.709215
4	12	191.000000	110.000000	189.200000	110.000000	7.248844	7.207806
4	12	711.700000	375.000000	710.900000	384.000000	67.283085	67.694972
4	12	340.000000	180.000000	334.000000	182.000000	19.724263	19.859055
