Drivers	Reqs	SW		EFF		run		run	
4	5	1027.000000	1027.000000	0.301405	0.213228
4	6	874.360152	986.000000	0.279087	0.261670
4	5	656.327708	885.000000	1.051553	1.052081
4	6	862.365544	929.000000	0.452159	0.448565
4	7	1168.000000	1168.000000	0.264341	0.259241
4	8	724.025145	1105.000000	10.873583	9.840497
4	9	1191.073229	1244.000000	0.316823	0.316747
4	10	1143.224725	1383.000000	13.607316	14.694324
4	11	1413.550402	1504.000000	0.360148	0.357418
4	12	1316.152714	1470.000000	16.719492	27.179036
4	13	1310.750918	1401.000000	6.935428	7.870284
4	14	1422.537694	1572.000000	1.335843	1.331620
4	5	614.588203	780.000000	0.871263	0.950849
4	6	819.169248	954.000000	0.603337	0.585221
4	7	887.677013	1032.000000	9.317092	11.589508
4	8	1031.637439	1196.000000	2.916564	2.920490
4	9	900.887235	1131.000000	2.102416	2.573807
4	10	1302.598839	1494.000000	3.030823	3.638379
4	11	903.245105	1333.000000	21.792957	28.677378
4	12	775.251569	1345.000000	58.708933	67.610207
4	13	1604.000000	1604.000000	0.403642	0.412823
4	14	1273.026808	1445.000000	107.731864	133.634133
5	5	1045.000000	1045.000000	0.160322	0.159159
5	6	905.840195	1099.000000	1.157800	1.144488
5	7	1186.893401	1252.000000	0.432312	0.430978
5	8	1086.972544	1236.000000	1.440300	1.443175
5	9	1117.835349	1255.000000	1.204018	1.243379
5	10	1424.000000	1424.000000	0.356962	0.356557
5	11	1057.520815	1345.000000	183.641297	270.353132
5	12	1153.377324	1556.000000	35.509490	49.068754
5	13	1452.188573	1650.000000	0.947338	0.935739
5	14	1291.314160	1610.000000	399.669999	552.451550
5	5	1144.538528	1192.000000	0.288884	0.292027
5	6	843.207593	1071.000000	0.949703	0.945268
5	7	851.470948	1045.000000	5.472703	5.646311
5	8	817.853641	1090.000000	4.354351	9.072197
5	9	837.576405	1177.000000	49.248702	56.281706
5	10	1516.347412	1572.000000	0.492621	0.492810
5	11	1421.502568	1590.000000	1.539883	1.536253
5	12	1467.739825	1693.000000	12.632657	15.579330
5	13	1763.000000	1763.000000	0.531735	0.524327
5	14	1608.440156	1859.000000	14.239577	14.283873
6	5	1181.295179	1227.000000	0.221386	0.221496
6	6	1285.556198	1313.000000	0.258436	0.259668
6	7	1315.796744	1418.000000	0.274925	0.275789
6	8	1205.053771	1455.000000	0.703108	0.708811
6	9	1098.859421	1373.000000	50.151972	56.996436
6	10	1063.192565	1391.000000	8.993500	9.563134
6	11	1327.878866	1605.000000	19.030622	21.570624
6	12	996.961638	1534.000000	85.191913	117.885205
6	13	1219.019378	1607.000000	210.405671	231.872881
6	14	1298.368460	1799.000000	177.106934	241.505952
6	5	1185.925109	1271.000000	0.249603	0.245364
6	6	796.841882	1116.000000	4.784909	5.331563
6	7	969.486567	1221.000000	35.900073	43.036958
6	8	1049.167741	1269.000000	4.445884	4.902544
6	9	1044.780085	1335.000000	24.168487	34.576709
6	10	975.812362	1437.000000	116.336174	135.743408
6	11	1018.488706	1447.000000	22.905772	25.792418
6	12	1146.868685	1562.000000	92.957157	113.257151
6	13	1216.770228	1658.000000	170.988636	194.433509
6	14	1176.712501	1608.000000	27.727768	33.300591
7	5	1051.809293	1262.000000	11.698588	11.708805
7	6	1104.190364	1313.000000	0.399696	0.399796
7	7	1144.327879	1416.000000	14.063404	16.119596
7	8	1206.261321	1385.000000	1.257300	1.256165
7	9	1459.371423	1576.000000	0.557148	0.560605
7	10	1140.117317	1385.000000	10.765675	11.434578
7	11	1188.874271	1630.000000	74.888269	91.035170
7	12	1406.179595	1713.000000	3.679331	3.805112
7	13	1215.385160	1802.000000	435.262312	600.700545
7	14	1215.790522	1891.000000	514.439438	742.178332
7	5	1140.241758	1363.000000	0.319566	0.314095
7	6	1142.678044	1324.000000	0.903026	0.904334
7	7	1184.107262	1345.000000	5.588453	5.569397
7	8	1240.016805	1454.000000	4.723619	5.312801
7	9	1091.605512	1394.000000	29.847618	29.882306
7	10	1102.841007	1485.000000	120.721537	190.215896
7	11	1082.673977	1596.000000	400.262801	548.399028
7	12	1472.741198	1716.000000	60.154396	78.889238
7	13	1779.434364	1981.000000	122.231896	156.683090
7	14	1379.675115	1828.000000	182.673573	271.903096
8	5	1291.649941	1475.000000	0.984006	0.986207
8	6	1285.639127	1435.000000	2.706332	2.816596
8	7	1323.860787	1650.000000	5.100585	5.113680
8	8	1178.075955	1441.000000	5.769163	6.360181
8	9	1225.477267	1624.000000	329.291227	480.490939
8	10	1395.673363	1726.000000	16.830681	22.868381
8	11	1517.365469	1783.000000	3.119543	3.315845
8	12	1259.837082	1578.000000	73.242811	76.574411
8	13	1520.179838	1984.000000	15.809858	15.831673
8	14	1760.129477	2064.000000	195.781537	230.173583
8	5	1216.169072	1358.000000	0.310786	0.302708
8	6	1219.571204	1398.000000	0.590786	0.595886
8	7	1465.980733	1561.000000	0.807828	0.802681
8	8	1437.507070	1614.000000	0.590537	0.595137
8	9	1139.475036	1626.000000	54.459130	69.437143
8	10	1272.304162	1656.000000	31.250950	41.273319
8	11	1693.918219	1925.000000	5.614227	6.291823
8	12	1367.178365	1787.000000	132.102543	174.998011
8	13	1401.189431	1987.000000	168.282784	218.123775
8	14	1633.351249	2095.000000	105.149241	111.889576
4	5	679.249359	960.000000	0.629555	0.424711
4	6	760.868817	974.000000	2.612611	3.601048
4	7	1124.604487	1139.000000	0.190860	0.191151
4	8	1001.748256	1173.000000	0.594241	0.553691
4	9	1391.949958	1458.000000	0.605482	0.606943
4	10	1333.870028	1347.000000	0.371980	0.387681
4	5	840.000000	840.000000	0.313708	0.320289
4	6	840.000000	840.000000	0.307112	0.300156
4	7	840.000000	840.000000	0.297680	0.311172
4	8	840.000000	840.000000	0.297403	0.310767
4	9	840.000000	840.000000	0.307570	0.307993
4	10	840.000000	840.000000	0.326143	0.271630
4	11	840.000000	840.000000	0.295974	0.292447
4	12	840.000000	840.000000	0.271966	0.277873
4	13	840.000000	840.000000	0.536533	0.330693
4	5	840.000000	840.000000	0.087764	0.093719
4	6	840.000000	840.000000	0.076534	0.075397
4	7	840.000000	840.000000	0.076778	0.075819
4	8	840.000000	840.000000	0.076634	0.092262
4	9	840.000000	840.000000	0.075878	0.075705
